danh_muc,tên,địa_chỉ,loại,xếp_hạng,số_bình_luận,điện_thoại,trang_web,amenities,id_cid,id_dữ_liệu,mô_tả,extensions,giá_trích_xuất,tọa_độ_vĩ_độ,tọa_độ_kinh_độ,giờ_mở_cửa,trạng_thái_mở,operating_hours_chu_nhat,operating_hours_friday,operating_hours_monday,operating_hours_saturday,operating_hours_sunday,operating_hours_thu_ba,operating_hours_thu_bay,operating_hours_thu_hai,operating_hours_thu_nam,operating_hours_thu_sau,operating_hours_thu_tu,operating_hours_thursday,operating_hours_tuesday,operating_hours_wednesday,order_online,photos_link,id_địa_điểm,tìm_kiếm_id_địa_điểm,position,giá,provider_id,reserve_a_table,reviews_link,serpapi_thumbnail,service_options_an_tai_cho,service_options_curbside_pickup,service_options_delivery,service_options_dich_vu_tai_cho,service_options_dine_in,service_options_drive_through,service_options_giao_hang,service_options_giao_hang_khong_tiep_xuc,service_options_in_store_pickup,service_options_in_store_shopping,service_options_kerbside_pickup,service_options_mang_di,service_options_mua_mang_di_bang_xe,service_options_mua_sam_tai_cua_hang,service_options_nhan_tai_cua_hang,service_options_no_contact_delivery,service_options_outdoor_seating,service_options_takeaway,service_options_takeout,hình_thu_nhỏ,type_id,type_ids,types,unclaimed_listing,unsupported_extensions
Cà phê,Salado Coffee,"220/70 Nguyễn Văn Khối, Phường 8, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",Cafe,4.1,154.0,+84 28 5427 3915,,,1255046886652534018,0x317529a2909c7a6d:0x116ad27e6f625d02,,"[{""service_options"": [""Outdoor seating"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection""]}, {""popular_for"": [""Good for working on laptop""]}, {""accessibility"": [""Wheelchair accessible seating""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Breakfast"", ""Catering"", ""Seating"", ""Table service""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Casual"", ""Cozy""]}, {""crowd"": [""Groups""]}, {""planning"": [""Accepts reservations""]}, {""payments"": [""Cash-only""]}, {""children"": [""Good for kids""]}, {""parking"": [""Free parking lot"", ""Free street parking""]}]",,10.8429798,106.653266,Closed · Opens 6 AM Wed,Closed · Opens 6 AM Wed,,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,,,,,,,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,,https://serpapi.com/search.json?data_id=0x317529a2909c7a6d%3A0x116ad27e6f625d02&engine=google_maps_photos&hl=en,ChIJbXqckKIpdTERAl1ib37SahE,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJbXqckKIpdTERAl1ib37SahE,16,,/g/1pzrj14ld,,https://serpapi.com/search.json?data_id=0x317529a2909c7a6d%3A0x116ad27e6f625d02&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/mR0F4nicBcFtDoIgAADQE5EaZdbWD9sqWmWfKPWnMUXJCAwwtft1iG7Te78vt7YyE8cRHPYKpQrBasN0qqRl0vZS9XSKyoDUAOOEKA4bproYKXzeoXyIR-XCi0VOHveMj95JZ6pxtrz5yYyTY8BRBDPOkLkHTJ_osQ5pSnHZcgo929S6v3rJWtABiWKAX7ulaDetSww7a3wZrLON3Jad71_nZHtzpZfDj44OFpIAr_YHNm0CF3DP9cEDSPUHXftFtA,,,,,True,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoyVHoUTOHf5U7jF1VlfXkidh7vWysp9dG_6WBhXR8hHN3dheHsi8erSaRuAacaUjxha31twur2Iqnula4XNV-UqOGlxLx0XseTrUY4KdLnMjy66ZEXM_0n1f3zrNQt3X8UIPQe=w80-h106-k-no,cafe,"[""cafe""]","[""Cafe""]",True,
Cà phê,Me Coffee,"Nguyễn Thái Sơn, Phường 5, Gò Vấp, Thành phố Hồ Chí Minh 70000, Vietnam",Coffee shop,3.9,134.0,+84 901 192 679,,,371980509833583757,0x317529137f8b4417:0x5298a4d87ffdc8d,,"[{""service_options"": [""Outdoor seating"", ""Drive-through"", ""Takeout"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection""]}, {""popular_for"": [""Good for working on laptop""]}, {""offerings"": [""Coffee"", ""Late-night food""]}, {""dining_options"": [""Dinner"", ""Catering"", ""Seating"", ""Table service""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Romantic""]}, {""crowd"": [""College students"", ""Groups""]}, {""payments"": [""NFC mobile payments""]}, {""children"": [""Good for kids""]}, {""parking"": [""Free parking lot"", ""Free street parking"", ""Usually plenty of parking""]}]",1.0,10.8278201,106.6981003,Closed · Opens 6:30 AM Wed,Closed · Opens 6:30 AM Wed,,6:30 AM–11 PM,6:30 AM–11 PM,6:30 AM–11 PM,6:30 AM–11 PM,,,,,,,6:30 AM–11 PM,6:30 AM–11 PM,6:30 AM–11 PM,,https://serpapi.com/search.json?data_id=0x317529137f8b4417%3A0x5298a4d87ffdc8d&engine=google_maps_photos&hl=en,ChIJF0SLfxMpdTERjdz_h02KKQU,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJF0SLfxMpdTERjdz_h02KKQU,17,"₫1–100,000",/g/11hj212v3m,,https://serpapi.com/search.json?data_id=0x317529137f8b4417%3A0x5298a4d87ffdc8d&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/FVWNunicBcFbboJAFADQFV0p0BEw8YOkPEQUX1XhhzQwDk6Fi_MA6wZdQ3fjOf-vRqlezgzj1tgThshuVEsqKuwU7dSkwtZgvYRKgjT8-OiPVBwCGpG2JmsbPTO_h9q7pBp25QdV6CfuWYYb7mquFlbdp1_RZ9D52apwzJ6pUbTR4BxzwZ7Tgi_5YmBAlI1hctmsshhAmMHJKrf35XP_83B1RMrk-tfsrokMp3iIa1mnWZsO_JuM89G0HWg8C36hwzc-4kU_,,,,,True,True,,,,,,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTEeG5md5N3o91YqFu9fLu-R_0etoAJ8XsFPj8ujtI2dpLDG4EnAOMZ71pgtwrmGv7VYrgz6ZjKjIvg-5t3oFJfPMOH--r1EW2_QqKzSax8uG5_JiyhRiJsF6oTHdsdLOmLvjU5w=w137-h92-k-no,coffee_shop,"[""coffee_shop""]","[""Coffee shop""]",,
Cà phê,Sen Coffee,"120 61/60 Đ. 59, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Cafe,4.2,172.0,,,,6702431836573776048,0x3175299ed6ae2df7:0x5d03d23e8e3fb8b0,,"[{""service_options"": [""Outdoor seating"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection""]}, {""popular_for"": [""Good for working on laptop""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Catering"", ""Seating"", ""Table service""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Casual"", ""Cozy""]}, {""crowd"": [""Groups""]}, {""planning"": [""Accepts reservations""]}, {""payments"": [""Cash-only""]}, {""children"": [""Good for kids""]}, {""parking"": [""Free parking lot"", ""Usually plenty of parking""]}, {""pets"": [""Dogs allowed""]}]",1.0,10.8538105,106.6537452,Closed · Opens 6 AM Wed,Closed · Opens 6 AM Wed,,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,,,,,,,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,,https://serpapi.com/search.json?data_id=0x3175299ed6ae2df7%3A0x5d03d23e8e3fb8b0&engine=google_maps_photos&hl=en,ChIJ9y2u1p4pdTERsLg_jj7SA10,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ9y2u1p4pdTERsLg_jj7SA10,18,"₫1–100,000",/g/11g0mhc4wl,,https://serpapi.com/search.json?data_id=0x3175299ed6ae2df7%3A0x5d03d23e8e3fb8b0&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/bzAuqnicBcHbbsIgGADgJ8JaND0s2QVrjA57sDRrGm-IIhYrlsqPQfeCe4a9jd_3_6ecm-AjCLRazHpjei0fIK0wo5OjmwlzC_oJkAAEAdm0xEub4T3GO5JQes_bhtPOr2Pbf4magUFsYPKgrMvOR_I7T0_5JSqXq-RWTVHInwWPMNhHthjO4pVq3fE4vTQlJRpUNVhreLVFbCPuPi9wI4tvvWdRK9uQ-quOX-UP2hb1UbFSQv3pkzlS4RKjKxrNGzT8RQU,,,,,True,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerC2Z22PA8JJqLVS_JXwG7rgBcQRso-RjReahrtCfbAz09dLi6N4E8mOp61_xM_62sruC3jfcy9llX_79iSNJAlshOjrro_OK-RHcqwLM2SeMIlZR6VeV1Jwkl7yNU-KMQbhRNesQ=w80-h142-k-no,cafe,"[""cafe""]","[""Cafe""]",,"[{""accessibility"": [""Wheelchair accessible entrance""]}]"
Cà phê,Cà Phê 1986,"Hẻm 57 Lê Đức Thọ, Phường 1, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",Coffee shop,4.5,51.0,+84 908 393 975,http://facebook.com/Tiemcaphe1986,,6367984760213668377,0x317529b737671f53:0x585fa0667fa30219,,"[{""service_options"": [""Outdoor seating"", ""Takeout"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection""]}, {""popular_for"": [""Good for working on laptop""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Brunch"", ""Catering"", ""Seating"", ""Table service""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Casual"", ""Cozy""]}, {""crowd"": [""College students"", ""Groups""]}, {""planning"": [""Accepts reservations""]}, {""parking"": [""Free parking lot""]}]",,10.8319161,106.6814045,Closed · Opens 6 AM Wed,Closed · Opens 6 AM Wed,,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,,,,,,,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,,https://serpapi.com/search.json?data_id=0x317529b737671f53%3A0x585fa0667fa30219&engine=google_maps_photos&hl=en,ChIJUx9nN7cpdTERGQKjf2agX1g,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJUx9nN7cpdTERGQKjf2agX1g,19,,/g/11fnbd_w3j,,https://serpapi.com/search.json?data_id=0x317529b737671f53%3A0x585fa0667fa30219&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/CZQWh3icBcFJDoIwAADAF1UWAcXEA2gVwr4ExQsJWFoitEirGP7nI_yNM78vEWLkO0nqyXqFGcM9enE0NYwKRMWqYYOERw4aDrhkOYU1o2dY1gRnvR4FRbXIZdQ6XcC2OTa3XivKOp3qU-WGnymLbC1VfPUKkRlEsn5W32HiPklKE7ee4PChkAyhbR09yylvo114WWUuTRwYhgLlTuOI-fhi5MIv2mx4xL16Hx3cVQcMyWY_K8YaEFMFD0DZH6y0Q-4,,,,,True,,,,,,,,,,,,,,True,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqNYbhgSl5OMV_z0YOfHiMo8Tg98KftYbRrbF_INxrSOB4R1L2XEe9MO05G2vNQIqhRnQIbrEmxnEhmNBADKAHYZpBVKS_9zcPM661E0i4seoLgW6TtLVfSmkPl2dpHgi_CgEh7=w163-h92-k-no,coffee_shop,"[""coffee_shop""]","[""Coffee shop""]",,
Cà phê,King Coffee Gò Vấp - Nguyễn Văn Công,"86 Đ. Nguyễn Văn Công, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Coffee shop,3.9,18.0,+84 839 852 288,,,16755715274708585020,0x3175299899bb6a5f:0xe88842444a978a3c,,"[{""service_options"": [""No-contact delivery"", ""Delivery"", ""Takeout"", ""Dine-in""]}, {""highlights"": [""Great coffee""]}, {""popular_for"": [""Good for working on laptop""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Catering"", ""Dessert""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Casual""]}, {""crowd"": [""Groups""]}, {""payments"": [""NFC mobile payments""]}]",1.0,10.8242278,106.6772499,Closed · Opens 6:30 AM Wed,Closed · Opens 6:30 AM Wed,,6:30 AM–10 PM,6:30 AM–10 PM,6:30 AM–10 PM,6:30 AM–10 PM,,,,,,,6:30 AM–10 PM,6:30 AM–10 PM,6:30 AM–10 PM,,https://serpapi.com/search.json?data_id=0x3175299899bb6a5f%3A0xe88842444a978a3c&engine=google_maps_photos&hl=en,ChIJX2q7mZgpdTERPIqXSkRCiOg,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJX2q7mZgpdTERPIqXSkRCiOg,20,"₫1–100,000",/g/11sh472vg9,,https://serpapi.com/search.json?data_id=0x3175299899bb6a5f%3A0xe88842444a978a3c&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/bxdcfHicBcFZEoIgGADgE5Etts70YIvZoqZZWi9NIUKh_Bo4WBfsDN2m7_t9mVKlnBhGznotCkBzUkvywiAUEaqFoTBoKRGWSBqWc7I0gcIOL7fz2vN6ddu1ZqJyUD1v_Lu28_5YR8N4Lav0TXN_P6Q4luZ1VDyDgTkmPE6yLDjfPlm2uHMWHKrwIYXdPe7MBe_7m_SRmp-otPhyBVrpBBg0yoVki13uzMKyidQ-dCvvMnhujsFUj9qIdTpdxJGAP86iRu4,,,,,True,,,,,,,,,,,True,,,True,https://lh3.googleusercontent.com/gps-cs-s/AHVAweomFRZaYINN3u0MABnqH-uCxObwFl59wT7WIsqdyglOP7gcWs4_8mjQ649ekWXffQYazffDbkhQSqRisnF2UL4Dk5OJdid4zTpAkEGowtwXohoxtMoXKcMkHBRpxTtPRMqNZ6jJUQ=w80-h112-k-no,coffee_shop,"[""coffee_shop""]","[""Coffee shop""]",,
Cà phê,Cà phê pha máy- Lyon cafe Gò Vấp,"268 Phan Huy Ích, Phường 12, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Coffee shop,5.0,2.0,+84 974 967 618,,,11655112032837403840,0x31752900129d1073:0xa1bf46a476a784c0,,"[{""service_options"": [""Delivery"", ""Drive-through"", ""Takeout"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Table service""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Casual""]}, {""crowd"": [""Groups""]}]",,10.8373081,106.6363646,Closed · Opens 6 AM Wed,Closed · Opens 6 AM Wed,,6–10:30 AM,6–10:30 AM,6–10:30 AM,6–10:30 AM,,,,,,,6–10:30 AM,6–10:30 AM,6–10:30 AM,,https://serpapi.com/search.json?data_id=0x31752900129d1073%3A0xa1bf46a476a784c0&engine=google_maps_photos&hl=en,ChIJcxCdEgApdTERwISndqRGv6E,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJcxCdEgApdTERwISndqRGv6E,3,,/g/11xf8lwb_l,,https://serpapi.com/search.json?data_id=0x31752900129d1073%3A0xa1bf46a476a784c0&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/DXLjMnicBcFdkoIgAADgE5FGO5k700OmO21ZaU3a8sIMRIKSoJA_3bED7G36vv83t1abb8eRfDYplCokexrWUlVbVtsJVQ-n0AZQA4yz2mSrnjUp3pXaczfjtcex4ffSZPrxjBubrwV2qyE8T-XidPirhIvwviLiDocomgdRuA1jQpP00JNiNp59T95C48F8vHbZMf1FmW5tOVxgHiQ3OYcqQPSrjYRIOo5QF7Scsy1OGnLyX_S1I13j_-hlP4UQcB-CCtTqA7uxSUg,,,True,,True,True,,,,,,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQ_Kjp70HyXw_LshfjsVpmuLqtWCi_0kxDS1l8RNYki0Z_Mkbif2xEE6BEDJDLbcPQNwbg3yS97ldDs72WyXvVOQIZVprtjxU2WBPdl62oBZc4rEiiPvhZZvBrhheJ_PqbR9zczKbvq9Fp=w122-h92-k-no,coffee_shop,"[""coffee_shop""]","[""Coffee shop""]",,
Cà phê,Laha Coffee,"857 Nguyễn Kiệm, Phường 3, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",Coffee shop,4.4,57.0,+84 903 344 014,https://lahacafe.vn/,,7158660004641244837,0x317529080d3bc217:0x6358ab58947006a5,,"[{""service_options"": [""Outdoor seating"", ""Delivery"", ""Takeout"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection""]}, {""popular_for"": [""Good for working on laptop""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Catering"", ""Seating"", ""Table service""]}, {""amenities"": [""Restroom"", ""Wi-Fi"", ""Free Wi-Fi""]}, {""atmosphere"": [""Casual"", ""Cozy""]}, {""crowd"": [""College students"", ""Groups""]}, {""planning"": [""Accepts reservations""]}, {""pets"": [""Dogs allowed""]}]",1.0,10.8200649,106.6786834,Closed · Opens 6 AM Wed,Closed · Opens 6 AM Wed,,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,,,,,,,6 AM–10 PM,6 AM–10 PM,6 AM–10 PM,"https://www.google.com/viewer/chooseprovider?mid=/g/11j0q3zwgc&g2lbs=AIBNGdXTXlI0wK4KTaincG0ogyyPMD_xUMTWr5kJCnOCKc2X8lvgs5IRlFIxAJwgEJdn6t11MhC_ciF5WP8MrqCriaZlXnVB95EpTyCAp6hgnCpSnEvpdyA%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=EUqwaeLOG5f10PEP89WqoAs&ei=EUqwaeLOG5f10PEP89WqoAs&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp",https://serpapi.com/search.json?data_id=0x317529080d3bc217%3A0x6358ab58947006a5&engine=google_maps_photos&hl=en,ChIJF8I7DQgpdTERpQZwlFirWGM,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJF8I7DQgpdTERpQZwlFirWGM,4,"₫1–100,000",/g/11j0q3zwgc,,https://serpapi.com/search.json?data_id=0x317529080d3bc217%3A0x6358ab58947006a5&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/Qnv7ZHicBcFtDoIgAADQE5GJS7OtH5AkZuX60uWfZoTYShGhmZ2vS3Sb3vt9K2NaPbOsZ-WMhJTiyV-ad0w2hjdmxGRtiVYDpoG2EE1Rz6Varf2MOkO-pB-nmOI043vUqkgQ-x2RroQHUYRHREIa3O3pKqBJbXaJCJLaexXuJo3j_hKnDPsudcEiF-4EylOHT92YwfboXc-SnrOcb1GcqL0iZKtwGSGci6EMmtty0GS3mfc2hKDyIXiARv4B-m5CoA,,,True,,True,,,,,,,,,,,,,,True,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoqJL9WH3yZFHz3a8BVWeRApqIgE1xIErf2SgaGTAEGHDi18JDHOmtQOgDOm7ua6MVKKw_KVcB96H6-CZg652oUrBUr0c2pT7bYoHYWZeNAKOqRqEENqBfIABZgyfDndFysEQM=w122-h92-k-no,coffee_shop,"[""coffee_shop""]","[""Coffee shop""]",,"[{""accessibility"": [""Wheelchair accessible entrance""]}]"
Cà phê,Quán cà phê 368 Po Coffee,"368 Đ. Nguyễn Văn Lượng, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Cafe,4.4,104.0,+84 902 906 335,https://www.facebook.com/cafe368nvl,,773500824443197548,0x3175295f77f9d6eb:0xabc06e6d268986c,,"[{""service_options"": [""Outdoor seating"", ""No-contact delivery"", ""Delivery"", ""Drive-through"", ""Takeout"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Seating"", ""Table service""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Casual""]}, {""crowd"": [""Groups""]}, {""parking"": [""Free parking lot"", ""Free street parking""]}]",1.0,10.8395462,106.6670879,Closed · Opens 5:30 AM Wed,Closed · Opens 5:30 AM Wed,,5:30 AM–10 PM,5:30 AM–10 PM,5:30 AM–10 PM,5:30 AM–10 PM,,,,,,,5:30 AM–10 PM,5:30 AM–10 PM,5:30 AM–10 PM,"https://www.google.com/viewer/chooseprovider?mid=/g/11g1ppy2yg&g2lbs=AIBNGdWMxGchJSr6tDeplnBshlx5hMWyVK81tvb25yriVUjPHSkfjZ7LDqXQ6o5aJnG8veoxRGjOnzdQwE6CpKuWHr3IbeBLSF5hUyMx755VjeX3NqnBf_w%3D&hl=en-US&gl=us&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=EUqwaeLOG5f10PEP89WqoAs&ei=EUqwaeLOG5f10PEP89WqoAs&fo_s=OA,SOE&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp",https://serpapi.com/search.json?data_id=0x3175295f77f9d6eb%3A0xabc06e6d268986c&engine=google_maps_photos&hl=en,ChIJ69b5d18pdTERbJho0uYGvAo,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ69b5d18pdTERbJho0uYGvAo,5,"₫1–100,000",/g/11g1ppy2yg,,https://serpapi.com/search.json?data_id=0x3175295f77f9d6eb%3A0xabc06e6d268986c&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/QsT7BHicBcHRToMwFADQL7pDxjbAxAfmQGRsiymSZi8Ealdia--krcX9oN-wv_Gc-99o7dU8BoEao4VAFIo7wyeG2nJtFwy_AnE1wAyYICvbzHM8djALXTRqZSr1mg9t08_8UuXS0Zrf9Hqvc2ZoQpNVh6ef54jUZw-pezmQIfulZVNQO2aHdSff62-yO1bEb2IXw65xm_7t0nfq3G63Q7mUIr6dpnR2BS71_uNzlmZigGE0RYrk_sknDzCGYQoSNP4DoFhFyw,,,,,True,True,,,,,,,,,,True,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoN_-xgnFTl4sJlIEbVTaxefJEkuXLezn5KnEcsX8X84_oOvC3SLZw-9uGMSbAyXHTFXthAM5_kULqSDNJSw67u7-DTu6aQfa_lZVBBbH2kg7zOr9xuFo2nKdjxksrc-o13r3lSEw=w80-h119-k-no,cafe,"[""cafe""]","[""Cafe""]",,"[{""accessibility"": [""Wheelchair accessible entrance"", ""Wheelchair accessible parking lot""]}]"
Cà phê,Cà phê Góc 405/28,"28 Đ. Thống Nhất, Phường 11, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Coffee shop,4.3,42.0,+84 904 163 423,http://vuicoffee.com/,,4427558913645739415,0x317529970c960dc3:0x3d71d95fadf7fd97,,"[{""service_options"": [""Outdoor seating"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection""]}, {""popular_for"": [""Good for working on laptop""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Seating"", ""Table service""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Casual"", ""Cozy""]}, {""crowd"": [""College students"", ""Groups""]}, {""children"": [""Good for kids""]}, {""parking"": [""Free parking lot""]}]",,10.8442802,106.6633071,Closed · Opens 6 AM Wed,Closed · Opens 6 AM Wed,,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,,,,,,,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,,https://serpapi.com/search.json?data_id=0x317529970c960dc3%3A0x3d71d95fadf7fd97&engine=google_maps_photos&hl=en,ChIJww2WDJcpdTERl_33rV_ZcT0,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJww2WDJcpdTERl_33rV_ZcT0,7,,/g/11g18fk003,,https://serpapi.com/search.json?data_id=0x317529970c960dc3%3A0x3d71d95fadf7fd97&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/9ETv43icBcFJDoIwFADQE30oQ2gxcaGRRI0jGqhLApUqdJAWazifl_A2vvf7cmu1mfl-zyOvVart2WjYUCtpmbRerYTfagO1AeMv1sXCMa1ohYjFRSk_Q8a4GV0_fJrsCkepaSjSzTnBp4noJttW8avA4nnXuayEe1xSEdcqzM9LMuGVokemb7f3vpjQy_VTyS4NJPcoIpSnQZnvMA1cEGcnwID0NVyhQzjSod0k-27uCAIeoAQ6kOoP6ZlDrg,,,,,True,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepoXa08t7VWnxrEehsuwlrxdET-OnpX2m9IQ67Pz8pdEJa4qV7mjfpRnamwiS9m4co2RQB8z7DoXOepYYvMVz0qwlzWeSd-6f338Xh91WRL7X1w14EP-7-0pT2D0N2uXrgI6Mk=w80-h106-k-no,coffee_shop,"[""coffee_shop""]","[""Coffee shop""]",True,
Cà phê,Cafe Mộc Miên,"Liên kế 001 Lô C, Quang Trung, Phường 14, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Cafe,4.2,192.0,+84 938 100 370,,,4526364894754710624,0x317529843e57224d:0x3ed0e0e3dba72460,,"[{""service_options"": [""Outdoor seating"", ""Dine-in""]}, {""highlights"": [""Great coffee"", ""Great tea selection"", ""Sports""]}, {""popular_for"": [""Good for working on laptop""]}, {""accessibility"": [""Wheelchair accessible entrance""]}, {""offerings"": [""Coffee""]}, {""dining_options"": [""Brunch"", ""Catering"", ""Seating"", ""Table service""]}, {""amenities"": [""Restroom""]}, {""atmosphere"": [""Casual"", ""Cozy"", ""Quiet""]}, {""crowd"": [""Groups""]}, {""payments"": [""Cash-only""]}, {""parking"": [""Free parking lot"", ""Free street parking""]}, {""pets"": [""Dogs allowed""]}]",,10.8430839,106.6360723,Closed · Opens 6 AM Wed,Closed · Opens 6 AM Wed,,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,,,,,,,6 AM–9 PM,6 AM–9 PM,6 AM–9 PM,,https://serpapi.com/search.json?data_id=0x317529843e57224d%3A0x3ed0e0e3dba72460&engine=google_maps_photos&hl=en,ChIJTSJXPoQpdTERYCSn2-Pg0D4,https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJTSJXPoQpdTERYCSn2-Pg0D4,8,$$,/g/11bbwnnvbz,,https://serpapi.com/search.json?data_id=0x317529843e57224d%3A0x3ed0e0e3dba72460&engine=google_maps_reviews&hl=en,https://serpapi.com/images/url/7LbA4XicBcFZEoIgAADQE5EULtRMH1amDFrZ6vTTTERSLhjgmN2vQ3Sb3vt9hTGNnlhWKdAglzIveau5YrI2vDYDJisrbzRgGmjLj45-x5vPKwk2zzg88JhjFHps5EZU9xfhL0CREPJaJR5538p0XOIMUirUFgeNGyubwODmJudj9Tw_suASEvSeO3A4Y8jbYrteyt5Zrvk1mqUsVyyzi_YUmVSO-hZ2jx0l2lHVHaKPpvtphyEQQ-iCAtTyD0AnQxU,,,,,True,,,,,,,,,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepzqMEPjLGUeLe83G7c26HKsy_hAD-kMIIqNM7IxdlQ9l8X0KKhrR8Ep6Lr4I0Ed6MZVmjZiXE_GI3xC501Bc37R84nFoy5FOebHBQcgrcX4kuWHtQo2yu0wiSKIs5rmf03zsKT=w80-h106-k-no,cafe,"[""cafe""]","[""Cafe""]",,
